State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
LA,3,408,353-4880,no,yes,39,2.0,2,31.16,2.0,2,17.43,3.0,2,11.87,1.0,3,1.38,1,False.
IL,2,415,343-7019,yes,no,0,3.0,3,40.26,3.0,2,22.55,1.0,1,6.86,2.0,1,2.57,1,True.
IA,2,510,350-7344,no,yes,25,1.0,2,22.78,2.0,2,17.51,2.0,3,8.13,2.0,2,2.62,0,False.
WA,1,510,397-6064,no,yes,25,2.0,1,30.02,2.0,2,14.68,1.0,3,4.7,2.0,2,3.05,2,False.
CT,3,510,416-9021,yes,yes,35,2.0,3,29.72,2.0,2,18.67,3.0,2,11.51,3.0,2,3.46,0,False.
ME,2,408,332-9525,no,yes,31,2.0,2,28.29,3.0,1,20.26,1.0,1,6.78,2.0,2,2.89,4,False.
KS,3,415,401-5012,no,yes,28,3.0,2,42.43,2.0,3,19.31,3.0,2,10.8,1.0,2,2.05,3,False.
ID,2,415,341-4570,no,yes,31,2.0,2,30.87,2.0,3,18.12,2.0,2,9.35,2.0,2,3.08,1,False.
LA,3,510,373-6681,no,yes,33,2.0,3,31.37,2.0,1,15.57,1.0,2,5.73,3.0,3,3.32,0,False.
KS,2,510,417-7736,no,yes,37,2.0,2,27.4,2.0,1,17.36,2.0,2,10.42,2.0,2,2.4,1,False.
OH,3,415,365-5682,yes,yes,24,3.0,3,37.38,2.0,3,17.72,3.0,2,15.86,1.0,2,2.19,3,False.
TN,2,510,356-8449,no,yes,34,2.0,1,27.56,2.0,3,14.6,3.0,1,11.69,2.0,2,2.59,4,True.
ND,3,510,375-8596,yes,no,0,3.0,2,43.66,2.0,2,19.56,1.0,1,6.46,2.0,3,2.46,3,False.
MT,2,415,384-5907,no,yes,35,2.0,3,31.08,2.0,3,18.08,2.0,2,8.72,2.0,1,2.97,1,False.
NC,1,408,373-2903,no,yes,38,2.0,2,33.46,3.0,2,21.61,3.0,1,11.78,1.0,1,2.08,1,False.
PA,2,415,368-2074,yes,no,0,2.0,2,32.93,2.0,2,15.86,2.0,2,10.04,2.0,3,3.13,0,False.
RI,2,415,381-2460,yes,no,0,2.0,2,33.52,2.0,3,17.99,2.0,3,9.45,1.0,2,2.24,4,False.
MN,1,510,390-9811,no,yes,33,2.0,1,31.69,2.0,3,17.09,3.0,2,12.9,2.0,2,3.0,2,True.
RI,2,510,422-8268,yes,no,0,2.0,1,33.05,3.0,1,21.06,3.0,2,11.04,2.0,3,3.02,2,False.
NH,1,408,373-7690,no,yes,20,2.0,2,32.18,1.0,2,10.08,3.0,2,11.26,3.0,2,3.38,2,False.
AK,2,415,366-9781,no,yes,22,2.0,2,27.22,2.0,3,14.34,1.0,2,1.04,2.0,2,2.57,3,False.
MA,1,408,351-7005,no,yes,31,3.0,1,38.2,1.0,1,11.43,1.0,2,5.41,1.0,2,2.03,1,True.
WY,2,415,340-4236,no,yes,39,3.0,3,44.34,2.0,2,18.14,2.0,2,8.8,2.0,2,2.73,1,False.
FL,1,510,364-7644,no,yes,45,1.0,3,22.19,2.0,2,17.71,1.0,3,6.37,2.0,2,2.97,4,True.
ND,2,408,362-7581,yes,yes,37,3.0,1,40.31,3.0,3,22.46,3.0,3,12.21,1.0,2,2.13,1,False.
NV,1,510,344-2416,no,yes,27,1.0,3,11.46,3.0,1,20.74,3.0,2,12.65,2.0,1,3.08,2,False.
FL,1,415,360-7076,no,yes,24,2.0,3,29.92,3.0,3,23.62,2.0,1,7.86,3.0,3,3.97,1,False.
SC,2,415,388-6479,no,yes,46,3.0,3,36.98,2.0,1,19.86,1.0,2,7.38,2.0,2,2.43,4,False.
IL,2,415,390-2755,no,yes,14,1.0,3,19.43,2.0,2,16.98,2.0,1,8.76,1.0,3,2.03,1,False.
WV,1,415,393-4843,no,yes,30,1.0,2,22.03,2.0,2,19.81,3.0,2,13.37,3.0,2,3.92,1,False.
HI,2,415,395-5015,no,yes,31,2.0,2,30.87,2.0,2,18.76,3.0,3,10.63,3.0,2,3.48,2,False.
AZ,3,510,369-6012,no,yes,22,2.0,3,36.62,3.0,2,27.94,1.0,2,7.22,1.0,3,2.11,1,False.
NY,3,415,389-2540,yes,no,0,2.0,3,29.58,1.0,3,13.71,3.0,2,11.73,2.0,2,3.08,2,False.
NE,2,415,420-6414,no,yes,29,2.0,1,27.8,3.0,3,23.36,3.0,3,17.19,1.0,2,2.03,2,False.
AR,2,415,337-9878,no,yes,31,2.0,2,31.52,2.0,3,16.8,1.0,2,6.62,3.0,2,3.92,2,False.
DE,1,415,415-8448,yes,no,0,1.0,1,22.46,1.0,2,11.81,2.0,3,8.67,2.0,1,2.46,2,True.
TN,1,510,382-5401,no,yes,31,2.0,3,26.03,2.0,1,15.8,2.0,2,10.09,2.0,1,2.7,6,True.
MT,3,408,422-4394,no,yes,29,2.0,3,25.69,3.0,2,20.8,1.0,2,6.95,3.0,1,3.73,2,False.
ID,2,415,393-2220,no,yes,32,3.0,2,41.99,1.0,2,10.68,2.0,2,10.19,2.0,2,2.84,3,False.
NV,1,408,355-8299,no,yes,30,3.0,3,37.64,1.0,3,14.09,3.0,2,11.12,2.0,3,2.92,1,False.
WY,2,510,346-1629,yes,no,0,3.0,2,40.27,1.0,2,13.4,3.0,3,10.85,1.0,1,1.97,0,True.
WA,2,415,374-9576,yes,no,0,2.0,2,25.19,2.0,2,18.73,1.0,2,6.04,2.0,1,2.48,4,True.
IL,1,415,396-5790,no,yes,28,2.0,2,35.79,3.0,1,21.29,3.0,3,10.87,2.0,1,3.11,1,False.
AK,1,415,356-5244,no,yes,24,2.0,1,29.05,2.0,1,17.12,1.0,3,7.15,1.0,2,1.11,2,False.
PA,2,408,403-9167,yes,no,0,1.0,1,22.73,2.0,2,15.96,2.0,2,8.19,2.0,1,2.89,1,True.
KY,1,510,403-1953,no,yes,22,1.0,2,24.04,1.0,2,13.86,2.0,2,9.9,1.0,2,1.51,2,False.
WA,3,415,359-2915,no,yes,16,1.0,2,15.37,2.0,2,17.11,2.0,3,10.22,3.0,2,3.54,0,False.
TX,1,408,330-6436,no,yes,31,3.0,2,51.46,3.0,3,20.44,2.0,2,8.73,3.0,3,3.67,3,False.
OK,2,415,394-2553,no,yes,31,1.0,3,17.83,3.0,3,20.2,3.0,2,11.85,1.0,3,2.08,3,False.
VA,2,415,384-9254,yes,no,0,3.0,3,40.05,2.0,2,16.56,2.0,2,7.68,2.0,2,2.32,1,False.
MI,2,408,337-4749,no,yes,32,2.0,3,28.63,2.0,2,19.2,2.0,2,8.63,2.0,3,2.3,0,False.
VT,2,415,403-5552,no,yes,42,2.0,2,36.43,2.0,2,16.0,3.0,3,15.01,2.0,3,3.05,0,False.
VT,3,415,364-9240,no,yes,34,2.0,3,26.62,1.0,2,6.04,3.0,3,11.78,3.0,3,3.62,1,False.
IL,1,415,404-9348,yes,yes,43,1.0,2,24.28,3.0,2,23.15,2.0,2,8.7,2.0,2,2.4,1,False.
GA,2,415,380-6342,no,yes,39,3.0,2,40.14,3.0,2,24.58,2.0,2,7.89,2.0,2,2.46,2,False.
VT,1,415,418-3017,no,yes,21,1.0,2,23.48,3.0,1,22.11,1.0,3,6.09,1.0,1,2.21,2,False.
SD,1,415,334-4678,no,yes,35,2.0,2,29.16,1.0,3,13.01,1.0,3,7.45,1.0,2,1.92,0,False.
IN,2,415,397-8512,yes,no,0,2.0,3,33.52,1.0,2,13.26,2.0,2,9.18,2.0,3,2.67,4,False.
NE,2,510,356-4832,no,yes,29,2.0,3,26.72,2.0,3,16.69,2.0,2,10.2,1.0,2,2.27,3,False.
MD,3,415,412-1076,yes,yes,27,2.0,3,32.11,1.0,2,13.68,2.0,2,8.9,2.0,2,3.11,4,False.
TX,2,408,371-2316,no,yes,19,1.0,2,18.79,2.0,2,19.36,3.0,1,10.96,2.0,2,2.97,1,False.
NV,2,510,331-8484,no,yes,39,1.0,2,14.04,2.0,1,19.07,1.0,2,7.36,2.0,1,2.57,3,False.
MS,1,415,412-2520,no,yes,31,1.0,2,13.99,3.0,2,21.77,2.0,2,10.33,2.0,1,3.19,6,True.
NJ,1,415,420-6780,no,yes,30,2.0,2,31.13,2.0,2,19.77,3.0,2,11.17,1.0,1,2.27,0,False.
MT,3,415,353-3492,no,yes,24,1.0,1,23.1,2.0,1,19.82,2.0,3,9.48,2.0,2,2.54,1,False.
SD,2,408,406-4840,no,yes,20,2.0,1,28.17,2.0,2,18.33,3.0,2,10.95,2.0,3,2.65,0,False.
OH,1,415,397-3058,yes,yes,37,3.0,2,39.95,2.0,1,15.58,1.0,2,6.29,1.0,3,1.54,2,False.
MI,2,415,393-6840,yes,no,0,2.0,1,25.4,2.0,2,14.61,2.0,2,9.65,3.0,2,4.83,3,True.
MN,1,415,360-7404,no,yes,20,3.0,1,45.0,2.0,2,18.4,2.0,2,9.48,2.0,3,2.81,0,False.
WY,2,510,411-5740,no,yes,31,2.0,1,27.25,2.0,1,18.83,3.0,2,11.77,1.0,1,1.51,1,False.
WY,3,415,412-3726,yes,yes,28,1.0,3,16.3,1.0,3,13.56,1.0,3,6.88,2.0,2,2.81,1,False.
VA,2,415,383-4322,no,yes,30,1.0,1,16.98,3.0,3,22.4,3.0,2,11.46,2.0,3,2.65,2,False.
AL,2,415,410-5455,yes,no,0,2.0,3,34.1,3.0,3,24.61,1.0,2,4.42,2.0,2,3.02,2,False.
WV,1,510,419-4310,no,yes,38,2.0,3,35.67,2.0,1,16.71,2.0,1,10.49,1.0,3,1.89,1,False.
WV,1,415,367-2056,no,yes,34,2.0,1,33.66,3.0,3,23.26,2.0,1,9.81,1.0,2,2.05,1,False.
UT,1,408,350-9720,no,yes,37,1.0,3,19.18,3.0,2,20.73,2.0,2,8.04,3.0,3,3.56,2,False.
IL,2,415,380-4080,yes,yes,19,1.0,3,19.14,3.0,3,22.24,1.0,3,5.56,2.0,1,3.0,0,True.
MI,2,510,333-7460,no,yes,26,3.0,3,38.49,2.0,2,19.95,1.0,1,6.01,2.0,3,2.92,1,False.
WI,2,415,378-3722,yes,yes,34,3.0,3,41.63,2.0,2,18.67,2.0,3,9.49,2.0,3,2.62,4,False.
NC,3,408,331-5962,no,yes,47,3.0,2,46.73,2.0,3,15.86,3.0,3,11.03,2.0,1,2.38,1,False.
SD,2,415,406-4560,yes,no,0,2.0,1,34.73,2.0,3,16.05,1.0,2,6.27,2.0,3,2.48,1,False.
ID,1,510,331-7342,no,yes,8,3.0,2,37.83,2.0,2,14.58,3.0,3,16.99,2.0,1,2.62,1,False.
LA,2,415,367-2227,no,yes,28,1.0,2,21.9,1.0,1,13.37,1.0,1,6.63,2.0,1,2.78,2,False.
IN,2,415,375-8761,no,yes,33,3.0,3,37.35,2.0,2,15.88,2.0,3,8.3,2.0,1,2.57,2,False.
UT,2,415,395-7857,no,yes,40,3.0,2,40.21,1.0,2,9.95,2.0,3,9.95,1.0,2,2.19,2,False.
UT,3,408,398-8745,no,yes,44,2.0,1,29.58,2.0,2,17.8,2.0,2,10.08,3.0,3,3.81,2,True.
CT,2,510,330-1175,no,yes,33,1.0,3,13.87,3.0,1,20.03,1.0,3,6.79,2.0,2,2.67,1,False.
DE,1,415,413-7743,yes,yes,35,2.0,1,30.79,2.0,3,18.35,2.0,2,9.73,3.0,2,4.56,0,True.
OH,2,510,372-2296,no,yes,27,1.0,2,19.98,2.0,3,17.58,2.0,3,8.75,1.0,3,1.13,3,False.
RI,2,415,333-9728,no,yes,27,3.0,1,37.18,1.0,1,13.89,2.0,3,7.82,3.0,1,4.05,0,False.
FL,1,415,415-6110,no,yes,41,2.0,2,35.24,1.0,3,11.67,1.0,1,5.21,1.0,2,1.59,1,False.
MD,2,415,400-7002,yes,no,0,3.0,1,46.46,3.0,3,22.41,1.0,1,7.43,2.0,3,3.24,1,True.
IL,2,415,395-7435,yes,no,0,3.0,3,45.24,2.0,2,15.47,2.0,2,9.29,2.0,2,2.78,1,False.
NH,2,510,346-6352,no,yes,35,2.0,1,32.95,2.0,2,16.8,2.0,2,9.85,1.0,2,1.59,0,False.
NJ,1,415,410-5713,no,yes,16,2.0,2,29.7,2.0,2,19.73,3.0,2,13.74,2.0,1,2.4,1,False.
MD,3,415,370-5626,no,yes,34,2.0,1,34.77,1.0,2,11.29,2.0,3,8.55,3.0,3,4.0,2,False.
NV,2,510,419-9688,yes,no,0,3.0,2,39.8,1.0,2,13.86,3.0,2,12.71,2.0,2,2.7,1,False.
AR,2,415,343-5219,yes,no,0,1.0,2,22.66,2.0,2,15.55,3.0,3,10.85,3.0,1,3.48,3,True.
UT,2,415,345-5639,no,yes,44,3.0,2,39.2,2.0,2,19.05,3.0,1,10.98,2.0,1,3.0,0,False.
MT,2,415,344-3466,no,yes,30,2.0,2,26.08,1.0,2,12.87,1.0,2,6.92,3.0,2,3.46,4,True.
VT,3,510,346-8368,no,yes,32,3.0,3,37.89,3.0,1,22.27,2.0,2,8.61,2.0,2,2.92,0,False.
LA,2,415,392-2722,no,yes,36,1.0,3,19.7,3.0,2,20.11,3.0,2,11.48,2.0,3,3.16,3,False.
SC,1,510,333-8822,no,yes,40,2.0,3,35.7,2.0,2,19.78,2.0,2,7.6,1.0,2,1.59,8,False.
WV,1,415,419-6418,yes,yes,17,3.0,2,40.21,1.0,2,13.86,3.0,3,10.65,3.0,2,3.29,2,False.
MN,3,510,355-7895,no,yes,40,3.0,2,40.36,2.0,2,14.95,2.0,2,9.46,2.0,2,2.48,3,False.
MO,1,408,374-1684,no,yes,14,2.0,2,33.85,2.0,2,18.85,1.0,2,2.96,1.0,1,1.13,1,False.
KY,2,415,393-9424,no,yes,35,2.0,3,28.87,2.0,2,14.76,2.0,2,9.66,2.0,3,2.57,2,False.
CA,2,510,368-6488,no,yes,19,1.0,2,23.26,2.0,2,15.26,1.0,2,3.2,3.0,2,3.38,2,False.
OK,3,415,328-1206,no,yes,23,3.0,2,41.46,1.0,2,11.31,2.0,3,9.62,3.0,3,3.62,2,False.
DE,3,510,380-7816,yes,no,0,1.0,2,7.91,2.0,3,15.81,2.0,2,7.54,2.0,2,2.59,4,True.
CA,2,415,402-6744,no,yes,18,2.0,1,25.48,2.0,1,14.53,2.0,2,7.72,2.0,3,3.11,0,True.
WY,3,510,400-2181,yes,no,0,3.0,2,41.17,2.0,1,19.22,3.0,2,11.34,3.0,2,3.75,2,True.
ME,2,408,384-8723,yes,yes,21,2.0,3,26.61,2.0,3,17.78,1.0,1,7.14,2.0,2,3.0,4,True.
PA,3,408,353-6038,yes,no,0,3.0,2,41.68,1.0,2,8.63,1.0,3,6.85,2.0,2,2.89,0,False.
MT,1,415,418-8450,no,yes,36,3.0,2,39.25,2.0,3,14.25,3.0,2,12.15,1.0,2,2.05,3,False.
DC,2,510,385-7861,yes,no,0,3.0,2,38.66,2.0,3,17.98,3.0,3,11.62,2.0,2,3.21,0,False.
OH,2,510,411-3095,no,yes,38,3.0,2,37.3,2.0,1,15.34,1.0,2,4.68,2.0,1,2.97,2,False.
AZ,2,510,350-7227,no,yes,22,2.0,2,34.77,1.0,3,11.87,2.0,2,9.23,2.0,2,2.32,2,False.
MN,1,415,376-4271,no,yes,32,1.0,1,22.12,3.0,1,21.01,3.0,2,13.02,3.0,2,3.65,2,False.
DE,2,415,391-8124,no,yes,34,1.0,2,17.63,3.0,1,20.09,3.0,2,11.55,3.0,2,4.0,2,False.
MN,3,415,394-8086,no,yes,39,3.0,1,37.15,1.0,2,9.58,2.0,3,9.23,1.0,2,1.97,1,False.
WV,2,415,356-2093,no,yes,38,3.0,1,40.22,2.0,1,16.79,2.0,2,9.43,2.0,3,2.57,2,False.
NE,2,415,397-7500,no,yes,27,1.0,2,24.0,2.0,2,14.25,3.0,2,12.35,2.0,1,3.08,1,False.
NC,1,415,414-5786,no,yes,31,2.0,2,33.05,2.0,1,14.96,2.0,2,10.35,2.0,2,3.11,0,False.
AZ,3,415,373-5928,no,yes,14,1.0,2,24.34,2.0,2,14.44,2.0,1,9.97,2.0,1,3.13,1,False.
SD,2,415,406-7737,yes,yes,40,3.0,1,36.79,3.0,2,21.22,2.0,2,8.37,3.0,2,3.43,1,False.
MT,1,510,332-7607,no,yes,35,2.0,1,27.52,1.0,1,12.85,2.0,3,8.59,2.0,1,2.3,1,False.
DC,3,415,404-1002,no,yes,38,2.0,2,35.56,1.0,1,9.91,1.0,2,4.93,3.0,2,4.46,2,False.
WI,2,415,414-2905,no,yes,29,3.0,3,41.53,3.0,2,27.4,1.0,1,7.51,2.0,3,2.86,0,False.
UT,2,415,380-9849,no,yes,34,2.0,2,29.8,3.0,3,22.3,1.0,1,6.48,1.0,3,1.51,1,False.
SD,2,415,360-6024,no,yes,25,2.0,1,33.56,3.0,2,25.13,2.0,1,9.53,3.0,1,3.56,0,False.
NC,2,415,337-2442,yes,no,0,2.0,3,30.6,2.0,3,16.9,2.0,1,9.77,3.0,2,3.35,1,False.
MD,2,415,367-9765,no,yes,39,2.0,2,33.69,3.0,3,23.83,1.0,1,5.83,2.0,3,3.05,1,False.
IL,2,415,378-7299,no,yes,29,2.0,2,31.55,2.0,2,18.67,1.0,3,6.84,2.0,2,3.0,2,False.
KS,2,415,405-1108,yes,no,0,3.0,3,46.56,3.0,2,23.68,3.0,2,11.49,2.0,3,2.94,1,True.
MA,2,415,392-1734,no,yes,31,1.0,2,21.3,1.0,2,12.0,2.0,1,7.57,1.0,1,1.7,3,False.
AR,1,510,330-5168,no,yes,49,2.0,1,36.53,2.0,2,16.85,2.0,3,7.69,1.0,2,2.21,0,False.
ND,2,415,362-9983,no,yes,29,2.0,1,27.85,1.0,2,11.47,1.0,2,3.57,2.0,1,2.38,2,False.
MI,2,415,402-4501,no,yes,26,2.0,2,26.38,2.0,3,19.63,3.0,2,11.77,1.0,2,1.22,0,False.
AR,2,510,387-2604,yes,no,0,3.0,2,41.19,3.0,2,29.83,1.0,2,7.34,2.0,2,3.05,0,True.
VT,2,415,400-3343,yes,yes,44,3.0,3,43.2,2.0,2,15.32,2.0,3,8.83,2.0,2,2.35,3,False.
WV,1,510,353-2450,no,yes,33,1.0,2,19.04,2.0,2,17.68,1.0,1,6.76,2.0,2,3.05,2,False.
NM,1,415,334-9182,no,yes,19,1.0,2,22.56,2.0,2,17.39,1.0,1,6.96,3.0,3,3.48,3,False.
OR,3,408,346-3445,no,yes,25,3.0,2,37.33,2.0,2,17.88,3.0,2,10.92,3.0,3,3.73,2,False.
RI,2,408,382-3966,yes,no,0,2.0,1,27.27,3.0,2,24.98,3.0,2,13.8,3.0,2,3.4,4,False.
RI,2,415,334-5844,no,yes,20,1.0,2,16.15,2.0,2,14.27,2.0,1,9.03,2.0,1,3.02,0,False.
ID,2,415,357-1700,yes,no,0,2.0,2,25.19,1.0,2,13.75,3.0,2,11.67,2.0,2,2.97,0,False.
TX,1,415,376-7207,no,yes,39,2.0,2,31.14,2.0,2,17.8,2.0,2,7.76,2.0,3,3.21,1,False.
ND,3,408,346-4216,no,yes,35,3.0,2,38.08,2.0,2,16.32,1.0,2,7.34,2.0,1,2.59,0,False.
SC,3,510,370-9533,no,yes,21,1.0,3,3.32,1.0,2,11.98,2.0,2,8.09,1.0,1,2.13,0,False.
WI,2,510,369-3756,no,yes,38,3.0,3,38.2,3.0,3,24.99,3.0,1,13.05,2.0,3,2.65,0,False.
MN,1,510,354-8491,no,yes,29,2.0,2,26.88,3.0,1,27.39,2.0,2,9.45,2.0,3,2.4,1,False.
DE,1,415,379-3953,yes,no,0,2.0,1,36.4,3.0,2,20.44,2.0,1,8.5,2.0,2,2.73,1,False.
CT,2,415,375-2098,no,yes,36,3.0,2,48.13,3.0,1,24.33,3.0,3,11.78,2.0,2,3.05,3,False.
OK,2,408,332-8103,no,yes,31,3.0,1,46.41,2.0,2,18.32,1.0,3,4.71,2.0,1,2.59,1,False.
CT,1,415,406-9926,yes,no,0,3.0,3,38.3,1.0,2,9.2,1.0,3,6.28,3.0,3,4.67,1,True.
TN,3,415,418-2402,no,yes,23,3.0,3,48.14,1.0,1,13.82,2.0,2,8.0,1.0,3,1.94,1,False.
MD,2,510,384-3299,yes,no,0,1.0,1,22.34,2.0,2,18.67,1.0,2,7.01,2.0,1,3.0,1,True.
WI,2,510,378-9090,no,yes,12,1.0,2,15.25,1.0,1,11.78,1.0,3,7.46,2.0,1,2.89,1,False.
ND,2,415,379-4583,no,yes,28,1.0,3,18.0,2.0,2,19.69,3.0,3,12.66,2.0,2,2.89,1,False.
MA,3,408,341-9274,no,yes,36,2.0,2,34.32,1.0,1,13.29,1.0,2,5.91,3.0,2,3.7,0,False.
AL,2,408,371-7366,no,yes,38,3.0,2,41.17,1.0,3,13.57,2.0,2,9.45,2.0,1,2.4,1,False.
AL,3,415,395-7923,yes,no,0,1.0,1,21.64,2.0,3,18.9,2.0,2,7.83,3.0,2,3.7,5,True.
SC,2,415,329-2204,no,yes,33,2.0,2,30.45,3.0,2,20.26,1.0,2,7.46,2.0,1,2.86,2,False.
FL,2,415,407-7507,no,yes,31,2.0,3,33.56,1.0,2,10.49,1.0,2,5.2,3.0,2,3.32,3,False.
MS,1,408,391-6709,no,yes,35,2.0,3,33.75,3.0,1,23.0,2.0,3,9.45,1.0,3,2.19,1,False.
NH,1,415,389-5988,no,yes,24,1.0,2,20.69,2.0,1,15.64,3.0,2,12.0,3.0,2,3.43,1,False.
NV,2,510,377-4169,yes,no,0,3.0,3,40.97,2.0,2,19.7,2.0,1,9.91,2.0,1,2.67,1,True.
AK,2,408,334-4506,no,yes,29,2.0,2,25.5,1.0,1,13.55,2.0,1,10.26,2.0,2,2.3,1,False.
TN,1,415,332-3544,no,yes,30,2.0,2,33.42,3.0,3,20.52,2.0,3,10.17,3.0,2,3.48,2,False.
CT,3,408,398-8122,no,yes,40,3.0,1,39.42,2.0,2,18.0,3.0,1,12.08,3.0,2,3.32,2,False.
WY,2,408,368-3931,no,yes,39,1.0,2,16.12,2.0,2,18.62,2.0,1,8.88,2.0,2,3.08,1,False.
PA,3,415,353-1352,no,yes,15,3.0,3,37.71,2.0,3,17.9,2.0,2,9.98,3.0,3,3.35,1,False.
OK,2,415,393-3635,no,yes,27,2.0,3,33.78,3.0,2,21.17,2.0,3,7.79,3.0,2,3.38,1,False.
VT,2,510,338-7709,no,yes,32,3.0,3,37.18,1.0,1,9.78,2.0,1,8.67,2.0,2,2.54,2,False.
DE,2,415,345-3734,no,yes,26,2.0,2,29.89,2.0,1,17.56,2.0,2,8.01,2.0,1,3.0,2,False.
ID,1,408,341-9396,no,yes,29,3.0,2,40.17,2.0,3,16.22,1.0,2,5.81,1.0,1,1.94,3,False.
ID,2,415,417-4063,no,yes,23,2.0,1,28.46,3.0,3,21.98,1.0,2,5.24,2.0,2,3.02,4,False.
ID,3,415,339-7485,yes,yes,17,3.0,3,38.28,2.0,2,14.74,1.0,2,6.56,2.0,2,3.16,0,False.
NC,2,510,366-2541,no,yes,36,1.0,2,16.3,3.0,2,22.24,2.0,2,10.29,3.0,2,3.59,0,False.
ME,1,510,335-3110,no,yes,25,2.0,2,25.98,3.0,1,20.64,1.0,1,6.63,2.0,1,2.46,1,False.
AZ,2,415,404-3106,yes,no,0,3.0,1,45.63,1.0,3,12.8,3.0,1,13.41,2.0,3,2.62,2,True.
VA,2,415,401-9909,no,yes,23,2.0,2,25.33,3.0,1,20.04,2.0,1,9.08,2.0,2,2.57,4,False.
MS,2,415,404-9978,no,yes,36,1.0,3,16.46,2.0,2,14.5,1.0,1,7.47,3.0,2,3.62,2,False.
HI,2,415,408-1242,no,yes,43,1.0,2,20.59,3.0,3,22.12,2.0,2,10.01,1.0,2,2.24,3,False.
VA,3,408,414-1246,no,yes,25,2.0,2,29.41,3.0,1,20.89,3.0,2,13.5,1.0,2,1.3,0,False.
ND,3,415,386-1631,no,yes,31,3.0,3,37.15,1.0,2,11.41,1.0,2,5.35,2.0,3,2.54,0,False.
WI,2,408,374-8187,no,yes,26,3.0,2,40.7,3.0,2,22.05,3.0,3,10.71,1.0,2,2.08,0,False.
MT,1,510,363-1366,no,yes,23,2.0,1,29.87,3.0,3,22.01,3.0,3,12.08,3.0,3,3.81,1,False.
NY,3,415,421-8537,yes,no,0,2.0,1,27.42,1.0,1,10.57,3.0,2,11.79,3.0,2,3.81,0,True.
NC,1,415,407-7258,yes,no,0,2.0,2,32.39,3.0,2,22.07,1.0,2,6.37,2.0,1,2.62,2,True.
MO,2,408,405-4420,yes,yes,15,2.0,2,27.08,2.0,3,14.5,1.0,1,6.35,2.0,2,3.21,1,False.
NC,2,408,340-2855,yes,yes,39,2.0,2,26.15,1.0,2,10.48,1.0,2,5.3,2.0,3,2.48,1,False.
NJ,1,408,342-8002,yes,no,0,2.0,3,30.72,2.0,2,14.84,1.0,3,7.44,2.0,3,3.24,2,False.
TX,1,415,402-3886,no,yes,35,2.0,2,32.44,3.0,2,22.21,2.0,2,9.43,2.0,3,2.4,0,False.
TN,3,415,339-7684,no,yes,28,3.0,3,40.05,3.0,2,20.13,3.0,3,10.85,1.0,1,2.08,1,False.
WY,2,408,360-7246,no,yes,42,2.0,2,28.37,3.0,1,23.22,2.0,2,7.69,2.0,1,3.11,1,False.
AL,2,510,390-7370,no,yes,14,2.0,1,32.69,1.0,2,7.54,2.0,3,10.32,2.0,2,2.84,2,False.
MN,2,510,390-5055,yes,no,0,1.0,2,20.74,2.0,2,18.72,2.0,3,8.09,2.0,1,2.92,2,True.
ND,2,415,329-3458,no,yes,39,1.0,3,15.56,2.0,2,18.69,2.0,2,10.31,3.0,3,3.43,2,False.
ND,2,415,343-4147,yes,yes,40,3.0,1,37.67,1.0,1,13.35,2.0,3,10.01,2.0,2,3.11,1,False.
WI,3,408,343-3227,no,yes,24,3.0,2,40.77,3.0,1,24.3,3.0,2,11.55,2.0,2,2.57,0,False.
CO,1,510,360-1643,no,yes,39,1.0,1,19.99,1.0,1,13.53,3.0,3,10.64,2.0,3,3.05,2,False.
TX,3,415,408-1486,no,yes,21,2.0,2,32.64,3.0,1,20.32,1.0,3,5.22,3.0,2,4.08,1,False.
IL,2,415,391-2022,no,yes,29,2.0,2,24.58,1.0,2,11.9,1.0,3,7.44,2.0,2,2.94,1,False.
DE,1,415,420-6465,yes,no,0,2.0,2,26.11,2.0,1,19.8,2.0,2,9.64,3.0,2,3.81,0,True.
MO,1,510,398-2628,no,yes,29,1.0,2,23.09,2.0,2,18.91,3.0,2,10.6,1.0,3,2.13,2,False.
OH,3,408,391-8554,no,yes,31,2.0,2,34.43,3.0,2,20.52,2.0,1,7.63,1.0,1,2.11,1,False.
WI,1,510,395-1693,no,yes,34,2.0,3,25.87,2.0,2,19.3,2.0,2,8.81,3.0,2,3.32,1,False.
GA,3,415,341-8412,no,yes,29,2.0,3,27.98,3.0,2,22.34,1.0,3,5.57,3.0,2,4.1,1,False.
WV,2,415,361-1404,no,yes,47,1.0,2,24.07,2.0,3,17.67,2.0,2,9.16,2.0,3,2.75,0,False.
NJ,3,415,379-7009,no,yes,36,3.0,1,43.21,2.0,2,19.39,1.0,3,4.41,3.0,3,3.73,5,False.
CT,2,415,409-7523,yes,no,0,2.0,3,31.84,1.0,2,13.66,3.0,2,11.87,2.0,1,2.59,0,True.
CO,3,408,377-4518,yes,no,0,3.0,3,47.09,3.0,2,20.26,1.0,2,4.25,1.0,2,2.24,1,False.
IN,2,415,332-9118,no,yes,42,2.0,1,35.56,1.0,1,13.57,2.0,2,8.17,2.0,2,2.57,0,False.
OR,2,415,402-2482,no,yes,17,3.0,1,37.62,2.0,2,14.25,3.0,2,11.82,1.0,2,1.19,0,False.
