State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MA,2,408,377-8266,no,no,0,2.0,2,25.26,2.0,1,17.92,2.0,1,9.17,2.0,1,2.7,2,False.
CA,1,415,345-1243,no,no,0,2.0,1,32.49,1.0,2,10.98,2.0,3,9.34,3.0,1,3.48,0,False.
MN,3,415,394-8086,no,yes,39,3.0,1,37.15,1.0,2,9.58,2.0,3,9.23,1.0,2,1.97,1,False.
VT,3,510,348-9145,no,no,0,1.0,2,16.58,2.0,1,16.64,3.0,1,13.0,1.0,1,0.0,1,False.
CT,2,415,376-5201,no,no,0,1.0,3,21.88,1.0,2,10.0,2.0,3,8.93,2.0,2,2.92,0,False.
WV,2,415,356-2093,no,yes,38,3.0,1,40.22,2.0,1,16.79,2.0,2,9.43,2.0,3,2.57,2,False.
WV,2,415,353-2080,no,no,0,1.0,2,14.6,2.0,2,19.27,3.0,2,12.58,3.0,3,4.21,0,False.
NE,2,415,397-7500,no,yes,27,1.0,2,24.0,2.0,2,14.25,3.0,2,12.35,2.0,1,3.08,1,False.
NC,1,415,414-5786,no,yes,31,2.0,2,33.05,2.0,1,14.96,2.0,2,10.35,2.0,2,3.11,0,False.
NE,2,415,388-4282,no,no,0,2.0,2,28.49,1.0,2,13.13,3.0,2,12.66,3.0,2,4.67,2,False.
IL,3,408,415-5132,no,no,0,3.0,3,39.87,1.0,2,13.96,2.0,1,8.61,1.0,2,1.65,1,False.
MA,1,510,352-4541,no,no,0,2.0,1,26.21,2.0,1,16.72,3.0,2,11.41,2.0,3,2.73,1,False.
AZ,3,415,373-5928,no,yes,14,1.0,2,24.34,2.0,2,14.44,2.0,1,9.97,2.0,1,3.13,1,False.
SD,2,415,406-7737,yes,yes,40,3.0,1,36.79,3.0,2,21.22,2.0,2,8.37,3.0,2,3.43,1,False.
MT,1,510,332-7607,no,yes,35,2.0,1,27.52,1.0,1,12.85,2.0,3,8.59,2.0,1,2.3,1,False.
VT,2,408,359-7788,no,no,0,1.0,2,20.18,2.0,1,17.43,2.0,2,7.75,2.0,3,2.81,3,False.
UT,2,408,384-1549,no,no,0,2.0,3,30.45,2.0,3,16.71,2.0,3,8.4,2.0,3,2.75,1,False.
HI,2,415,352-8508,no,no,0,2.0,2,25.14,2.0,2,17.79,1.0,1,7.29,2.0,2,2.38,2,False.
DC,3,415,404-1002,no,yes,38,2.0,2,35.56,1.0,1,9.91,1.0,2,4.93,3.0,2,4.46,2,False.
WI,2,415,414-2905,no,yes,29,3.0,3,41.53,3.0,2,27.4,1.0,1,7.51,2.0,3,2.86,0,False.
UT,2,415,380-9849,no,yes,34,2.0,2,29.8,3.0,3,22.3,1.0,1,6.48,1.0,3,1.51,1,False.
WA,2,510,387-6498,no,no,0,2.0,2,25.59,1.0,2,10.23,3.0,2,12.2,2.0,1,2.43,1,False.
SD,2,415,360-6024,no,yes,25,2.0,1,33.56,3.0,2,25.13,2.0,1,9.53,3.0,1,3.56,0,False.
MT,2,510,352-5815,no,no,0,2.0,3,27.8,1.0,2,12.21,3.0,1,11.4,3.0,2,3.4,1,False.
NJ,2,415,366-2273,no,no,0,3.0,2,40.27,2.0,2,16.8,3.0,1,13.91,2.0,3,3.08,2,True.
CT,2,415,414-9119,no,no,0,1.0,1,13.99,2.0,1,14.21,2.0,1,8.76,1.0,2,1.94,1,False.
VA,3,415,409-8796,no,no,0,2.0,2,36.72,1.0,3,13.06,2.0,1,10.22,3.0,2,3.43,1,False.
NC,2,415,337-2442,yes,no,0,2.0,3,30.6,2.0,3,16.9,2.0,1,9.77,3.0,2,3.35,1,False.
AK,2,415,404-1931,no,no,0,2.0,1,24.43,2.0,2,14.71,3.0,2,10.76,1.0,3,1.57,1,False.
MD,2,415,367-9765,no,yes,39,2.0,2,33.69,3.0,3,23.83,1.0,1,5.83,2.0,3,3.05,1,False.
IL,2,415,378-7299,no,yes,29,2.0,2,31.55,2.0,2,18.67,1.0,3,6.84,2.0,2,3.0,2,False.
CT,1,408,410-5192,no,no,0,1.0,2,23.39,1.0,1,13.77,2.0,3,8.45,1.0,3,1.57,3,False.
KS,2,415,405-1108,yes,no,0,3.0,3,46.56,3.0,2,23.68,3.0,2,11.49,2.0,3,2.94,1,True.
MA,2,415,392-1734,no,yes,31,1.0,2,21.3,1.0,2,12.0,2.0,1,7.57,1.0,1,1.7,3,False.
NJ,2,415,395-6030,no,no,0,2.0,2,30.4,2.0,1,14.27,2.0,1,8.05,2.0,2,2.32,3,False.
AR,1,510,330-5168,no,yes,49,2.0,1,36.53,2.0,2,16.85,2.0,3,7.69,1.0,2,2.21,0,False.
MS,3,408,334-3142,no,no,0,2.0,2,27.71,2.0,2,17.33,1.0,2,7.15,3.0,2,4.08,2,False.
ND,2,415,362-9983,no,yes,29,2.0,1,27.85,1.0,2,11.47,1.0,2,3.57,2.0,1,2.38,2,False.
IN,2,510,414-2606,no,no,0,2.0,2,32.22,2.0,2,17.42,2.0,2,9.98,3.0,2,3.62,1,False.
MI,2,415,402-4501,no,yes,26,2.0,2,26.38,2.0,3,19.63,3.0,2,11.77,1.0,2,1.22,0,False.
AR,2,510,387-2604,yes,no,0,3.0,2,41.19,3.0,2,29.83,1.0,2,7.34,2.0,2,3.05,0,True.
VT,2,415,400-3343,yes,yes,44,3.0,3,43.2,2.0,2,15.32,2.0,3,8.83,2.0,2,2.35,3,False.
WV,1,510,353-2450,no,yes,33,1.0,2,19.04,2.0,2,17.68,1.0,1,6.76,2.0,2,3.05,2,False.
ME,2,408,406-2032,no,no,0,1.0,1,19.64,3.0,1,22.72,1.0,2,5.14,3.0,2,3.59,3,False.
IA,1,415,409-4462,no,no,0,1.0,2,23.31,2.0,3,17.92,2.0,3,8.61,2.0,2,3.0,1,False.
CT,2,415,392-5941,no,no,0,2.0,2,33.73,3.0,3,20.05,3.0,2,14.65,2.0,2,2.73,0,False.
NM,1,415,334-9182,no,yes,19,1.0,2,22.56,2.0,2,17.39,1.0,1,6.96,3.0,3,3.48,3,False.
OR,3,408,346-3445,no,yes,25,3.0,2,37.33,2.0,2,17.88,3.0,2,10.92,3.0,3,3.73,2,False.
VT,1,415,368-9507,no,no,0,2.0,2,28.83,2.0,2,19.95,3.0,1,12.84,2.0,2,3.02,0,False.
RI,2,408,382-3966,yes,no,0,2.0,1,27.27,3.0,2,24.98,3.0,2,13.8,3.0,2,3.4,4,False.
RI,2,415,334-5844,no,yes,20,1.0,2,16.15,2.0,2,14.27,2.0,1,9.03,2.0,1,3.02,0,False.
NM,3,415,362-9411,no,no,0,2.0,2,27.22,3.0,3,21.82,3.0,2,12.15,1.0,1,1.89,2,False.
AL,2,415,390-3565,no,no,0,2.0,3,33.08,2.0,2,19.79,2.0,2,7.8,1.0,1,1.03,3,False.
MT,3,415,417-4810,no,no,0,3.0,1,40.19,3.0,3,24.42,2.0,2,8.64,3.0,2,3.73,1,True.
CT,2,408,384-3389,no,no,0,2.0,2,26.71,2.0,1,18.11,3.0,1,12.62,1.0,2,2.05,2,False.
TN,1,415,414-9717,no,no,0,2.0,3,30.57,2.0,1,14.72,3.0,2,12.28,2.0,2,2.94,0,False.
ID,2,415,357-1700,yes,no,0,2.0,2,25.19,1.0,2,13.75,3.0,2,11.67,2.0,2,2.97,0,False.
TX,1,415,376-7207,no,yes,39,2.0,2,31.14,2.0,2,17.8,2.0,2,7.76,2.0,3,3.21,1,False.
NH,3,415,368-7706,no,no,0,1.0,2,20.26,2.0,2,14.31,2.0,3,9.21,3.0,3,3.29,4,True.
ND,3,408,346-4216,no,yes,35,3.0,2,38.08,2.0,2,16.32,1.0,2,7.34,2.0,1,2.59,0,False.
SC,3,510,370-9533,no,yes,21,1.0,3,3.32,1.0,2,11.98,2.0,2,8.09,1.0,1,2.13,0,False.
KS,2,415,372-1493,no,no,0,2.0,1,31.42,3.0,2,21.13,1.0,3,5.99,2.0,3,2.59,1,False.
ME,3,408,387-6031,no,no,0,2.0,3,29.97,2.0,2,17.09,1.0,3,7.29,2.0,2,3.05,1,False.
RI,1,415,366-6248,no,no,0,3.0,3,41.09,2.0,3,14.32,2.0,3,7.64,2.0,1,3.0,2,False.
WI,2,510,369-3756,no,yes,38,3.0,3,38.2,3.0,3,24.99,3.0,1,13.05,2.0,3,2.65,0,False.
NC,3,510,363-1719,no,no,0,2.0,3,35.24,2.0,1,16.86,1.0,1,5.13,2.0,2,2.32,1,False.
OH,1,408,402-6666,no,no,0,2.0,1,33.46,2.0,2,14.28,1.0,2,5.97,3.0,3,3.43,2,False.
WY,3,510,408-9779,no,no,0,1.0,1,18.85,1.0,2,9.83,2.0,3,8.57,3.0,3,4.27,1,False.
NJ,3,510,407-2441,no,no,0,1.0,3,20.83,3.0,2,23.23,2.0,1,8.9,1.0,2,2.16,2,False.
ND,2,510,384-5027,no,no,0,3.0,3,38.57,2.0,3,17.14,1.0,3,5.86,3.0,2,3.56,2,False.
WI,3,510,380-3161,no,no,0,2.0,1,31.79,1.0,3,12.02,3.0,2,10.72,2.0,3,2.7,2,False.
KY,2,415,360-8135,no,no,0,2.0,2,28.99,2.0,3,16.42,2.0,2,8.46,2.0,3,3.02,0,False.
NY,2,415,399-5426,no,no,0,2.0,2,34.82,1.0,1,13.69,3.0,2,12.86,2.0,2,2.57,0,False.
MO,1,415,385-2564,no,no,0,2.0,3,28.2,3.0,2,20.05,2.0,3,9.45,2.0,2,3.24,2,False.
AZ,1,510,337-8618,no,no,0,2.0,3,26.18,2.0,3,16.91,1.0,2,6.84,2.0,2,2.57,4,True.
MN,1,510,354-8491,no,yes,29,2.0,2,26.88,3.0,1,27.39,2.0,2,9.45,2.0,3,2.4,1,False.
CO,2,415,394-6278,no,no,0,3.0,2,38.28,2.0,3,18.28,3.0,2,10.88,2.0,1,2.46,2,False.
MD,2,408,405-2276,no,no,0,2.0,1,27.1,2.0,2,15.26,2.0,1,7.55,2.0,1,2.62,6,True.
AR,1,510,376-1000,no,no,0,2.0,2,29.36,1.0,2,11.82,2.0,2,7.84,2.0,1,3.16,2,False.
TN,1,415,397-1659,no,no,0,3.0,2,37.88,2.0,1,14.94,2.0,2,9.09,2.0,2,2.97,3,False.
DE,1,415,379-3953,yes,no,0,2.0,1,36.4,3.0,2,20.44,2.0,1,8.5,2.0,2,2.73,1,False.
TN,2,408,418-6512,no,no,0,1.0,2,9.32,2.0,2,14.71,2.0,3,8.78,1.0,2,2.03,1,False.
WI,2,408,392-5296,no,no,0,1.0,2,22.78,2.0,2,14.83,3.0,1,14.0,1.0,2,1.97,3,False.
WV,2,510,355-3814,no,no,0,2.0,1,31.42,2.0,1,14.88,1.0,2,7.12,2.0,3,2.84,1,False.
CT,2,415,375-2098,no,yes,36,3.0,2,48.13,3.0,1,24.33,3.0,3,11.78,2.0,2,3.05,3,False.
MN,3,510,372-7990,no,no,0,3.0,3,49.61,2.0,3,18.22,1.0,3,6.8,2.0,1,2.67,0,True.
MO,2,408,356-4558,no,no,0,3.0,2,37.86,1.0,2,8.99,2.0,1,9.67,3.0,2,3.65,1,False.
VA,2,510,398-5788,no,no,0,2.0,1,29.67,3.0,3,20.13,3.0,2,12.17,2.0,2,2.3,0,False.
NH,3,408,390-4003,no,no,0,1.0,1,11.63,2.0,2,16.43,2.0,3,7.72,2.0,2,2.81,0,False.
OK,2,408,332-8103,no,yes,31,3.0,1,46.41,2.0,2,18.32,1.0,3,4.71,2.0,1,2.59,1,False.
CT,1,415,406-9926,yes,no,0,3.0,3,38.3,1.0,2,9.2,1.0,3,6.28,3.0,3,4.67,1,True.
TN,3,415,418-2402,no,yes,23,3.0,3,48.14,1.0,1,13.82,2.0,2,8.0,1.0,3,1.94,1,False.
MD,2,510,384-3299,yes,no,0,1.0,1,22.34,2.0,2,18.67,1.0,2,7.01,2.0,1,3.0,1,True.
WI,2,510,378-9090,no,yes,12,1.0,2,15.25,1.0,1,11.78,1.0,3,7.46,2.0,1,2.89,1,False.
SD,3,510,350-6473,no,no,0,1.0,2,21.61,3.0,2,21.05,2.0,1,9.35,1.0,2,1.35,3,False.
ND,2,415,379-4583,no,yes,28,1.0,3,18.0,2.0,2,19.69,3.0,3,12.66,2.0,2,2.89,1,False.
VA,3,408,411-5078,no,no,0,1.0,1,24.19,1.0,2,13.43,2.0,1,7.99,1.0,3,1.62,2,False.
UT,2,510,347-4982,no,no,0,2.0,1,32.52,1.0,2,11.77,3.0,2,11.07,1.0,2,1.73,2,False.
MA,3,408,341-9274,no,yes,36,2.0,2,34.32,1.0,1,13.29,1.0,2,5.91,3.0,2,3.7,0,False.
SD,3,415,353-7461,no,no,0,3.0,2,42.04,2.0,1,15.53,1.0,2,6.44,3.0,1,3.97,3,False.
AL,2,408,371-7366,no,yes,38,3.0,2,41.17,1.0,3,13.57,2.0,2,9.45,2.0,1,2.4,1,False.
AL,3,415,395-7923,yes,no,0,1.0,1,21.64,2.0,3,18.9,2.0,2,7.83,3.0,2,3.7,5,True.
WV,3,408,351-8398,no,no,0,2.0,2,27.54,3.0,3,20.5,2.0,1,9.47,2.0,3,2.94,1,False.
SC,2,415,329-2204,no,yes,33,2.0,2,30.45,3.0,2,20.26,1.0,2,7.46,2.0,1,2.86,2,False.
FL,2,415,407-7507,no,yes,31,2.0,3,33.56,1.0,2,10.49,1.0,2,5.2,3.0,2,3.32,3,False.
KY,2,415,405-8075,no,no,0,2.0,1,25.19,3.0,1,26.24,3.0,1,10.59,1.0,2,1.73,2,False.
UT,2,415,390-9698,no,no,0,2.0,1,32.83,2.0,2,14.63,1.0,3,5.83,2.0,1,2.75,0,False.
NY,2,408,403-4917,no,no,0,2.0,2,29.19,2.0,2,14.86,2.0,3,8.53,1.0,3,2.11,1,False.
MS,1,408,391-6709,no,yes,35,2.0,3,33.75,3.0,1,23.0,2.0,3,9.45,1.0,3,2.19,1,False.
NH,1,415,389-5988,no,yes,24,1.0,2,20.69,2.0,1,15.64,3.0,2,12.0,3.0,2,3.43,1,False.
VA,2,415,372-1534,no,no,0,1.0,2,22.13,3.0,1,23.63,3.0,1,13.74,3.0,3,3.78,2,False.
VT,2,510,395-6369,no,no,0,2.0,2,34.58,2.0,1,14.33,2.0,2,7.79,3.0,2,3.7,2,False.
WY,1,415,400-3197,no,no,0,2.0,1,29.7,3.0,3,23.87,2.0,1,7.73,2.0,3,2.84,5,False.
NV,2,510,377-4169,yes,no,0,3.0,3,40.97,2.0,2,19.7,2.0,1,9.91,2.0,1,2.67,1,True.
WV,2,415,384-5343,no,no,0,1.0,2,24.09,2.0,2,18.79,2.0,1,10.22,2.0,2,2.75,0,False.
WA,2,408,338-4472,no,no,0,1.0,2,22.92,2.0,1,14.21,1.0,3,7.27,1.0,2,2.08,2,False.
KS,2,415,332-2126,no,no,0,2.0,3,27.73,3.0,1,21.2,2.0,1,7.57,2.0,3,2.43,1,False.
VT,1,408,349-2157,no,no,0,2.0,3,24.74,2.0,2,19.41,3.0,2,12.3,2.0,3,2.4,1,False.
OK,2,510,393-4823,no,no,0,3.0,1,56.07,2.0,3,17.71,3.0,2,12.02,2.0,3,2.86,0,True.
GA,2,510,385-2683,no,no,0,2.0,2,33.07,2.0,3,15.84,2.0,2,8.02,3.0,1,3.43,2,False.
CO,2,510,345-8350,no,no,0,1.0,2,22.42,3.0,2,23.18,2.0,2,8.68,1.0,2,1.92,1,False.
AK,2,408,334-4506,no,yes,29,2.0,2,25.5,1.0,1,13.55,2.0,1,10.26,2.0,2,2.3,1,False.
TN,1,415,332-3544,no,yes,30,2.0,2,33.42,3.0,3,20.52,2.0,3,10.17,3.0,2,3.48,2,False.
KY,2,510,380-5102,no,no,0,1.0,2,16.95,1.0,2,12.33,1.0,2,6.72,3.0,2,3.81,2,False.
PA,1,415,395-6149,no,no,0,1.0,2,24.41,1.0,1,12.05,2.0,1,8.73,2.0,2,2.92,3,False.
CT,3,408,398-8122,no,yes,40,3.0,1,39.42,2.0,2,18.0,3.0,1,12.08,3.0,2,3.32,2,False.
CT,2,415,334-4438,no,no,0,1.0,1,6.43,1.0,2,13.2,2.0,2,7.88,3.0,2,3.83,3,False.
MN,2,415,384-7459,no,no,0,1.0,2,12.38,2.0,2,15.84,2.0,2,7.89,2.0,2,2.84,3,False.
WY,2,408,368-3931,no,yes,39,1.0,2,16.12,2.0,2,18.62,2.0,1,8.88,2.0,2,3.08,1,False.
PA,3,415,353-1352,no,yes,15,3.0,3,37.71,2.0,3,17.9,2.0,2,9.98,3.0,3,3.35,1,False.
OR,2,415,348-5725,no,no,0,3.0,3,45.73,2.0,3,19.86,2.0,1,8.07,1.0,2,1.97,2,True.
PA,2,415,365-2008,no,no,0,3.0,3,45.61,2.0,2,15.77,3.0,2,11.91,1.0,3,1.7,1,True.
OK,2,415,393-3635,no,yes,27,2.0,3,33.78,3.0,2,21.17,2.0,3,7.79,3.0,2,3.38,1,False.
VT,2,415,380-8727,no,no,0,1.0,1,19.64,2.0,2,18.54,3.0,2,11.47,2.0,3,3.11,7,True.
ID,2,415,381-2376,no,no,0,2.0,2,34.36,2.0,2,16.63,3.0,3,13.13,3.0,2,3.59,2,False.
PA,3,510,365-8114,no,no,0,2.0,2,36.65,2.0,1,17.05,1.0,2,6.92,3.0,3,3.35,1,False.
NM,3,408,415-5008,no,no,0,2.0,2,28.88,2.0,3,17.8,2.0,1,9.27,2.0,1,3.11,1,False.
FL,3,510,392-8318,no,no,0,2.0,1,34.29,2.0,3,14.4,3.0,1,12.88,1.0,2,1.62,0,False.
TX,3,408,401-4007,no,no,0,3.0,3,37.59,1.0,3,13.62,1.0,1,7.28,1.0,2,2.27,4,False.
VT,2,510,338-7709,no,yes,32,3.0,3,37.18,1.0,1,9.78,2.0,1,8.67,2.0,2,2.54,2,False.
MA,1,415,374-1981,no,no,0,3.0,2,49.93,3.0,1,23.16,2.0,1,8.02,2.0,3,2.97,2,True.
OR,3,415,333-5101,no,no,0,1.0,2,20.45,3.0,1,20.43,2.0,1,9.74,1.0,2,2.08,4,True.
DE,2,415,345-3734,no,yes,26,2.0,2,29.89,2.0,1,17.56,2.0,2,8.01,2.0,1,3.0,2,False.
FL,3,510,384-5004,no,no,0,3.0,2,47.35,3.0,2,20.46,1.0,2,5.4,2.0,2,3.13,1,True.
ID,1,408,341-9396,no,yes,29,3.0,2,40.17,2.0,3,16.22,1.0,2,5.81,1.0,1,1.94,3,False.
MD,1,415,408-6302,no,no,0,3.0,2,46.55,1.0,3,10.17,3.0,3,12.04,2.0,2,3.16,1,False.
WV,1,408,348-7193,no,no,0,1.0,3,22.29,1.0,2,13.64,2.0,2,9.31,1.0,3,1.51,5,True.
ID,2,415,417-4063,no,yes,23,2.0,1,28.46,3.0,3,21.98,1.0,2,5.24,2.0,2,3.02,4,False.
NV,2,408,375-6911,no,no,0,2.0,1,33.61,3.0,1,21.29,2.0,1,8.15,2.0,2,2.84,3,False.
OH,3,415,358-3604,no,no,0,2.0,2,28.82,2.0,1,19.63,3.0,3,12.14,2.0,3,2.43,2,False.
ID,3,415,339-7485,yes,yes,17,3.0,3,38.28,2.0,2,14.74,1.0,2,6.56,2.0,2,3.16,0,False.
SC,2,408,368-3078,no,no,0,2.0,1,29.67,2.0,3,18.16,1.0,3,7.41,2.0,2,2.78,4,False.
MO,2,510,418-7055,no,no,0,1.0,1,22.05,2.0,1,15.09,2.0,2,10.3,1.0,2,2.03,5,True.
NE,2,415,386-9981,no,no,0,2.0,1,34.0,1.0,2,9.17,2.0,1,10.52,2.0,1,3.08,3,False.
NC,2,510,366-2541,no,yes,36,1.0,2,16.3,3.0,2,22.24,2.0,2,10.29,3.0,2,3.59,0,False.
ME,1,510,335-3110,no,yes,25,2.0,2,25.98,3.0,1,20.64,1.0,1,6.63,2.0,1,2.46,1,False.
MI,1,510,400-7809,no,no,0,1.0,2,22.08,2.0,3,17.74,2.0,2,10.41,3.0,2,3.86,1,False.
AZ,2,415,404-3106,yes,no,0,3.0,1,45.63,1.0,3,12.8,3.0,1,13.41,2.0,3,2.62,2,True.
AZ,2,415,333-2337,no,no,0,2.0,3,32.05,1.0,3,12.61,2.0,2,8.09,3.0,2,4.1,2,False.
HI,2,408,353-6482,no,no,0,2.0,2,29.0,1.0,2,13.78,2.0,3,9.48,1.0,1,1.65,1,False.
NJ,2,415,397-8162,no,no,0,2.0,3,32.54,2.0,3,17.06,2.0,1,10.35,1.0,2,2.21,1,False.
MS,2,510,380-6722,no,no,0,1.0,2,12.8,2.0,2,15.29,2.0,3,8.72,3.0,1,3.32,1,False.
MA,2,510,329-2918,no,no,0,2.0,3,25.47,3.0,1,23.49,3.0,1,10.86,2.0,3,2.94,2,False.
SC,2,510,348-8022,no,no,0,1.0,2,19.7,1.0,1,9.46,2.0,1,7.66,1.0,2,1.92,1,False.
MN,2,408,388-4459,no,no,0,1.0,1,21.9,2.0,2,17.33,3.0,3,12.72,3.0,2,3.81,2,False.
WV,1,510,358-3114,no,no,0,1.0,2,22.39,2.0,2,18.4,2.0,3,8.82,2.0,2,2.97,1,False.
MS,2,415,343-9654,no,no,0,1.0,1,17.24,1.0,3,13.52,3.0,1,11.66,3.0,1,3.29,1,False.
VA,2,415,401-9909,no,yes,23,2.0,2,25.33,3.0,1,20.04,2.0,1,9.08,2.0,2,2.57,4,False.
MS,2,415,404-9978,no,yes,36,1.0,3,16.46,2.0,2,14.5,1.0,1,7.47,3.0,2,3.62,2,False.
NM,3,408,397-8011,no,no,0,1.0,3,18.28,3.0,1,21.79,3.0,3,11.12,3.0,2,3.4,2,False.
TX,1,415,341-8719,no,no,0,3.0,2,39.58,3.0,2,25.79,3.0,2,11.5,3.0,3,3.48,0,True.
HI,2,415,408-1242,no,yes,43,1.0,2,20.59,3.0,3,22.12,2.0,2,10.01,1.0,2,2.24,3,False.
WA,3,510,406-7726,no,no,0,1.0,1,21.13,3.0,2,23.01,3.0,1,10.78,1.0,3,0.95,0,False.
WI,2,415,351-2773,no,no,0,2.0,2,26.81,3.0,2,25.38,2.0,2,9.76,3.0,2,3.73,1,False.
CO,2,408,368-6174,no,no,0,1.0,1,21.13,2.0,2,17.6,1.0,2,7.08,3.0,1,4.0,0,False.
NV,2,415,334-5029,no,no,0,3.0,3,48.69,2.0,1,17.48,2.0,3,8.61,1.0,3,1.86,1,True.
RI,3,415,413-1789,no,no,0,1.0,2,24.09,2.0,2,17.48,2.0,1,9.83,2.0,3,2.38,0,False.
VA,3,408,414-1246,no,yes,25,2.0,2,29.41,3.0,1,20.89,3.0,2,13.5,1.0,2,1.3,0,False.
NJ,2,415,330-4978,no,no,0,3.0,3,45.68,3.0,3,25.59,2.0,3,7.52,1.0,1,1.57,2,True.
ND,3,415,386-1631,no,yes,31,3.0,3,37.15,1.0,2,11.41,1.0,2,5.35,2.0,3,2.54,0,False.
MN,2,415,363-1208,no,no,0,3.0,3,43.4,2.0,1,16.54,3.0,1,12.45,1.0,2,1.0,3,False.
HI,2,415,334-5263,no,no,0,1.0,3,7.12,2.0,2,17.94,3.0,1,10.71,2.0,2,3.08,1,False.
ND,1,415,361-4137,no,no,0,3.0,2,44.34,3.0,1,21.94,1.0,3,5.91,1.0,1,1.57,1,False.
WI,2,408,374-8187,no,yes,26,3.0,2,40.7,3.0,2,22.05,3.0,3,10.71,1.0,2,2.08,0,False.
MN,1,510,370-1525,no,no,0,3.0,2,38.54,2.0,3,14.31,2.0,3,8.49,2.0,1,2.75,0,False.
DC,1,408,355-3801,no,no,0,2.0,3,30.48,2.0,2,17.76,3.0,2,11.17,3.0,3,3.65,1,True.
KS,2,510,392-5605,no,no,0,2.0,2,26.86,2.0,2,16.75,1.0,3,6.97,2.0,2,2.7,1,False.
MT,1,510,363-1366,no,yes,23,2.0,1,29.87,3.0,3,22.01,3.0,3,12.08,3.0,3,3.81,1,False.
WV,2,415,358-5274,no,no,0,2.0,2,26.76,2.0,2,14.26,2.0,2,8.5,2.0,2,2.38,3,False.
ME,1,510,376-9607,no,no,0,1.0,1,19.23,2.0,2,14.35,3.0,3,11.83,1.0,1,1.86,1,True.
WY,3,415,374-1213,no,no,0,2.0,3,31.06,3.0,1,20.95,2.0,2,9.81,2.0,1,2.38,1,False.
NY,3,415,421-8537,yes,no,0,2.0,1,27.42,1.0,1,10.57,3.0,2,11.79,3.0,2,3.81,0,True.
VT,1,415,351-5576,no,no,0,1.0,2,24.23,2.0,2,17.71,2.0,3,10.3,1.0,1,2.03,2,False.
NC,1,415,407-7258,yes,no,0,2.0,2,32.39,3.0,2,22.07,1.0,2,6.37,2.0,1,2.62,2,True.
MO,2,408,405-4420,yes,yes,15,2.0,2,27.08,2.0,3,14.5,1.0,1,6.35,2.0,2,3.21,1,False.
NC,2,408,340-2855,yes,yes,39,2.0,2,26.15,1.0,2,10.48,1.0,2,5.3,2.0,3,2.48,1,False.
NJ,1,408,342-8002,yes,no,0,2.0,3,30.72,2.0,2,14.84,1.0,3,7.44,2.0,3,3.24,2,False.
OH,3,408,355-6826,no,no,0,2.0,2,34.46,2.0,2,19.12,3.0,2,11.43,3.0,3,3.27,0,False.
TX,1,415,402-3886,no,yes,35,2.0,2,32.44,3.0,2,22.21,2.0,2,9.43,2.0,3,2.4,0,False.
WA,1,415,336-5900,no,no,0,2.0,2,34.87,2.0,2,19.78,3.0,2,11.7,2.0,3,2.48,2,False.
TN,3,415,339-7684,no,yes,28,3.0,3,40.05,3.0,2,20.13,3.0,3,10.85,1.0,1,2.08,1,False.
HI,3,510,390-2433,no,no,0,2.0,1,32.18,1.0,3,13.25,2.0,1,8.37,1.0,2,2.0,0,False.
WY,2,408,360-7246,no,yes,42,2.0,2,28.37,3.0,1,23.22,2.0,2,7.69,2.0,1,3.11,1,False.
CT,2,415,335-6508,no,no,0,3.0,2,41.68,3.0,1,21.6,3.0,2,10.77,1.0,2,2.03,0,True.
NM,2,415,348-6720,no,no,0,1.0,3,22.54,2.0,1,18.79,1.0,2,5.76,3.0,1,3.43,4,True.
NJ,2,415,406-6400,no,no,0,2.0,1,30.99,1.0,3,11.88,2.0,2,7.72,2.0,3,3.13,2,False.
AL,2,510,390-7370,no,yes,14,2.0,1,32.69,1.0,2,7.54,2.0,3,10.32,2.0,2,2.84,2,False.
MN,2,510,390-5055,yes,no,0,1.0,2,20.74,2.0,2,18.72,2.0,3,8.09,2.0,1,2.92,2,True.
NC,2,408,405-7542,no,no,0,2.0,2,32.81,3.0,1,21.25,1.0,1,6.0,2.0,1,2.59,2,False.
OH,2,415,364-4927,no,no,0,2.0,2,26.96,2.0,3,18.7,3.0,2,11.38,2.0,2,2.46,0,False.
ND,2,415,329-3458,no,yes,39,1.0,3,15.56,2.0,2,18.69,2.0,2,10.31,3.0,3,3.43,2,False.
CO,1,510,331-3842,no,no,0,2.0,2,26.11,2.0,2,17.47,1.0,2,5.15,3.0,3,3.38,1,False.
ND,2,415,343-4147,yes,yes,40,3.0,1,37.67,1.0,1,13.35,2.0,3,10.01,2.0,2,3.11,1,False.
NY,1,415,335-2274,no,no,0,3.0,1,41.6,2.0,3,14.28,3.0,2,12.67,1.0,1,1.78,1,False.
WI,3,408,343-3227,no,yes,24,3.0,2,40.77,3.0,1,24.3,3.0,2,11.55,2.0,2,2.57,0,False.
WY,1,415,336-6907,no,no,0,2.0,3,29.31,2.0,2,19.59,2.0,2,10.27,2.0,2,2.97,0,False.
OR,3,415,331-1391,no,no,0,3.0,1,41.23,3.0,2,20.86,2.0,1,9.88,2.0,2,2.7,3,True.
CO,1,510,360-1643,no,yes,39,1.0,1,19.99,1.0,1,13.53,3.0,3,10.64,2.0,3,3.05,2,False.
